id,krisha_id,krisha_uuid,categories,area,url,price,address,short_description,tags,published,parse_datetime,city,district,microdistrict,street,house_number,corpus_number,longitude,latitude
101,679916890,,1-комнатная квартира,39.9 м²,https://krisha.kz/a/show/679916890,от 17556000 〒,"Алматы, Жетысуский р-н, Есенова 160/3","жил. комплекс Jetisu Park, 13 этажей, 2024 г.п., потолки 2.7м., санузел совмещенный, Jetisu Park – это новый путь, ведущий Вас и Вашу семью к комфортной…","Ипотека, 0% Рассрочка",30 июня,2024-07-01 11:02:31.000000,Алматы,Жетысуский р-н,,Есенова,160.0,3,76.9528791055079,43.2776845466963
102,684283315,,2-комнатная квартира,53.8 м²,https://krisha.kz/a/show/684283315,от 34163000 〒,"Алматы, Жетысуский р-н, Райымбека — Суюнбая","жил. комплекс Rams Saiahat, 16 этажей, 2025 г.п., потолки 3м., санузел совмещенный, Преимущества:","Ипотека, 0% Рассрочка",1 июля,2024-07-01 11:02:31.000000,Алматы,Жетысуский р-н,,Райымбека — Суюнбая,,,76.8912229673712,43.2576842848111
103,690818132,,4-комнатная квартира,140.9 м²,https://krisha.kz/a/show/690818132,от 155694500 〒,"Алматы, Медеуский р-н, Сагадат Нурмагамбетова 28","жил. комплекс Meliora, 7 этажей, 2024 г.п., потолки 3.3м., санузел 2 с/у и более, Hayat Meliora — исключительный проект, объединяющий все необходимое для принципиально нового уров…",0% Рассрочка,1 июля,2024-07-01 11:02:31.000000,Алматы,Медеуский р-н,,Сагадат Нурмагамбетова,28.0,,,
104,671256621,,2-комнатная квартира,89.3 м²,https://krisha.kz/a/show/671256621,от 80370000 〒,"Алматы, Бостандыкский р-н, Розыбакиева — Ескараева","жил. комплекс Estet, 16 этажей, 2024 г.п., потолки 3м., санузел совмещенный, ESTET – жилой комплекс с развитой внутренней и внешней инфраструктурой, собственным парком 1,4 га, комплексной системо…","Ипотека, 0% Рассрочка",1 июля,2024-07-01 11:02:31.000000,Алматы,Бостандыкский р-н,,Розыбакиева — Ескараева,,,76.8920181868796,43.2243138268081
105,689196235,,1-комнатная квартира,44.88 м²,https://krisha.kz/a/show/689196235,от 33547800 〒,"Алматы, Бостандыкский р-н, Жандосова — Розыбакиева","жил. комплекс Tumar, 9 этажей, 2025 г.п., потолки 3м., санузел совмещенный, “TUMAR” - Уют, Комфорт, Безопасность! Современная концепция жизни в мегаполисе!…",,1 июля,2024-07-01 11:02:31.000000,Алматы,Бостандыкский р-н,,Жандосова — Розыбакиева,,,76.9063516573398,43.2347596563076
106,677333175,,2-комнатная квартира,77.1 м²,https://krisha.kz/a/show/677333175,от 60138000 〒,"Алматы, Ауэзовский р-н, Аскарова — Саина","жил. комплекс Apple Residence, 12 этажей, 2023 г.п., потолки 3м., санузел 2 с/у и более, Оригинальная новостройка по авторскому архитектурно-дизайнерскому проекту – жил…","Ипотека, 0% Рассрочка",30 июня,2024-07-01 11:02:31.000000,Алматы,Ауэзовский р-н,,Аскарова — Саина,,,76.8657944511096,43.1803774407482
107,674283770,,1-комнатная квартира,41.4 м²,https://krisha.kz/a/show/674283770,от 33120000 〒,"Алматы, Бостандыкский р-н, Розыбакиева 158","жил. комплекс Elif Garden, 12 этажей, 2025 г.п., потолки 3м., санузел совмещенный, В продаже только первая очередь!ЖК Elif Garden это райск…",Ипотека,1 июля,2024-07-01 11:02:31.000000,Алматы,Бостандыкский р-н,,Розыбакиева,158.0,,76.8920181868796,43.2243138268081
108,671121026,,2-комнатная квартира,69.4 м²,https://krisha.kz/a/show/671121026,от 51356000 〒,"Алматы, Бостандыкский р-н, Сатпаева 90/43а","жил. комплекс Riviera, 16 этажей, 2024 г.п., потолки 2.85м., санузел 2 с/у и более, Преимущества:","Ипотека, 0% Рассрочка",1 июля,2024-07-01 11:02:31.000000,Алматы,Бостандыкский р-н,,Сатпаева,90.0,43а,,
109,671314138,,1-комнатная квартира,46.44 м²,https://krisha.kz/a/show/671314138,от 62200000 〒,"Алматы, Медеуский р-н, мкр Коктобе, Сагадат Нурмагамбетова 138/2","жил. комплекс Koktobe city, 5 этажей, 2023 г.п., потолки 3м., санузел совмещенный, Расположение:","Ипотека, 0% Рассрочка",1 июля,2024-07-01 11:02:31.000000,Алматы,Медеуский р-н,мкр Коктобе,Сагадат Нурмагамбетова,138.0,2,,
110,687285708,,1-комнатная квартира,45.4 м²,https://krisha.kz/a/show/687285708,от 49940000 〒,"Алматы, Бостандыкский р-н, Аль-Фараби 116/1","жил. комплекс Aspen, 3 этажа, 2024 г.п., потолки 3.3м., санузел совмещенный, Жилой комплекс Aspen представляет собой элитную застройку из малоэтажных домо…","Ипотека, 0% Рассрочка",1 июля,2024-07-01 11:02:31.000000,Алматы,Бостандыкский р-н,,Аль-Фараби,116.0,1,76.9726854083708,43.2806297213495
111,674714354,,2-комнатная квартира,57.3 м²,https://krisha.kz/a/show/674714354,от 55581000 〒,"Алматы, Бостандыкский р-н, Розыбакиева — Ескараева","жил. комплекс Estet, 16 этажей, 2024 г.п., потолки 3м., санузел совмещенный, ESTET – жилой комплекс с развитой внутренней и внешней инфраструктурой, собственным парком 1,4 га, комплексной системо…","Ипотека, 0% Рассрочка",1 июля,2024-07-01 11:02:31.000000,Алматы,Бостандыкский р-н,,Розыбакиева — Ескараева,,,76.8920181868796,43.2243138268081
112,687285740,,3-комнатная квартира,111 м²,https://krisha.kz/a/show/687285740,от 122100000 〒,"Алматы, Бостандыкский р-н, Аль-Фараби 116/1","жил. комплекс Aspen, 3 этажа, 2024 г.п., потолки 3.3м., санузел 2 с/у и более, Жилой комплекс Aspen представляет собой элитную застройку из малоэтажных домо…","Ипотека, 0% Рассрочка",1 июля,2024-07-01 11:02:31.000000,Алматы,Бостандыкский р-н,,Аль-Фараби,116.0,1,76.9726854083708,43.2806297213495
113,690748234,,3-комнатная квартира,91.36 м²,https://krisha.kz/a/show/690748234,от 44309600 〒,"Алматы, Алатауский р-н, Бауыржана Момышулы — Монке би","жил. комплекс Arena Park, 12 этажей, 2024 г.п., потолки 2.7м., санузел 2 с/у и более, Преимущества:","Ипотека, 0% Рассрочка",1 июля,2024-07-01 11:02:31.000000,Алматы,Алатауский р-н,,Бауыржана Момышулы — Монке би,,,76.7990982703572,43.2726686728269
114,677332438,,2-комнатная квартира,76.29 м²,https://krisha.kz/a/show/677332438,от 59506200 〒,"Алматы, Ауэзовский р-н, Аскарова — Саина","жил. комплекс Apple Residence, 12 этажей, 2024 г.п., потолки 3м., санузел совмещенный, Оригинальная новостройка по авторскому архитектурно-дизайнерскому проекту – жил…","Ипотека, 0% Рассрочка",1 июля,2024-07-01 11:02:31.000000,Алматы,Ауэзовский р-н,,Аскарова — Саина,,,76.8657944511096,43.1803774407482
115,688394396,,3-комнатная квартира,105.13 м²,https://krisha.kz/a/show/688394396,от 115643000 〒,"Алматы, Минина","жил. комплекс Boulevard Residence, 12 этажей, 2024 г.п., потолки 3м., санузел 2 с/у и более, Преимущества:",,30 июня,2024-07-01 11:02:31.000000,Алматы,,,Минина,,,76.9247461543507,43.2352517317089
116,667684902,,3-комнатная квартира,137 м²,https://krisha.kz/a/show/667684902,от 86310000 〒,"Алматы, Бостандыкский р-н, мкр Ерменсай, Ушкемпирова 42","жил. комплекс Silver Hills, 5 этажей, 2022 г.п., потолки 3м., санузел 2 с/у и более, Silver Hills – уникальный жилой комплекс в престижн…","Ипотека, 0% Рассрочка",30 июня,2024-07-01 11:02:31.000000,Алматы,Бостандыкский р-н,мкр Ерменсай,Ушкемпирова,42.0,,76.9306867482009,43.1975783942683
117,693016922,,2-комнатная квартира,66.53 м²,https://krisha.kz/a/show/693016922,от 35793140 〒,"Алматы, Ауэзовский р-н, Райымбека","13 этажей, 2025 г.п., потолки 3м., санузел совмещенный, Жилой комплекс River City в Алматы – это идеальный вариант для комфортной жизни в окружении всей необходимо…","Ипотека, 0% Рассрочка",1 июля,2024-07-01 11:03:25.000000,Алматы,Ауэзовский р-н,,Райымбека,,,76.8912229673712,43.2576842848111
118,687660097,,4-комнатная квартира,122.91 м²,https://krisha.kz/a/show/687660097,от 92182500 〒,"Алматы, Алмалинский р-н, проспект Абая 165","жил. комплекс ONER, 17 этажей, 2022 г.п., потолки 2.7м., В 2020 году Казахстан празднует 175 лет со дня рождения великого мыслителя и поэта Абая Кунанбаева. Этот день внесён в международн…","Ипотека, 0% Рассрочка",30 июня,2024-07-01 11:03:25.000000,Алматы,Алмалинский р-н,,проспект Абая,165.0,,,
119,682828216,,1-комнатная квартира,57.8 м²,https://krisha.kz/a/show/682828216,от 36414000 〒,"Алматы, Наурызбайский р-н, мкр Таусамалы, Жандосова 70а","жил. комплекс Kamenka Park, 3 этажа, 2023 г.п., потолки 3м., санузел совмещенный, Современное название не собьет алматинцев с толку: Таусамалы – это всё та же зеленая Верхняя Каменк…",0% Рассрочка,30 июня,2024-07-01 11:03:25.000000,Алматы,Наурызбайский р-н,мкр Таусамалы,Жандосова,70.0,а,76.9063516573398,43.2347596563076
120,683966585,,2-комнатная квартира,66.32 м²,https://krisha.kz/a/show/683966585,от 45429200 〒,"Алматы, Бостандыкский р-н, Жандосова — Розыбакиева","жил. комплекс Tumar, 9 этажей, 2025 г.п., потолки 3м., санузел совмещенный, “TUMAR” - Уют, Комфорт, Безопасность! Современная концепция жизни в мегаполисе!…",,30 июня,2024-07-01 11:03:25.000000,Алматы,Бостандыкский р-н,,Жандосова — Розыбакиева,,,76.9063516573398,43.2347596563076
121,693826791,,1-комнатная квартира,38.26 м²,https://krisha.kz/a/show/693826791,от 20277800 〒,"Алматы, Алатауский р-н, Бауыржана Момышулы 11/14а","6 этажей, 2025 г.п., потолки 2.7м., санузел совмещенный, Arena City. Sport — жилой комплекс в бигвилле Arena City. Здесь каждый житель ощущает комфорт и удобство, благодаря уникально…","Ипотека, 0% Рассрочка",1 июля,2024-07-01 11:03:25.000000,Алматы,Алатауский р-н,,Бауыржана Момышулы,11.0,14а,,
122,694087557,,2-комнатная квартира,51.21 м²,https://krisha.kz/a/show/694087557,от 32774400 〒,"Алматы, Алмалинский р-н, Ауэзова 2А","жил. комплекс Millennium Park, 16 этажей, 2024 г.п., потолки 2.9м., санузел совмещенный, Преимущества:💥Собственны…",0% Рассрочка,1 июля,2024-07-01 11:03:25.000000,Алматы,Алмалинский р-н,,Ауэзова,2.0,А,76.8854571891621,43.3275249838754
123,670685588,,4-комнатная квартира,117.36 м²,https://krisha.kz/a/show/670685588,от 103863600 〒,"Алматы, Алмалинский р-н, Манаса 109а","жил. комплекс LEGENDA, 16 этажей, 2025 г.п., потолки 3м., санузел 2 с/у и более, Особенный квартал LEGENDA расположен по проспекту Абая между улицами Манаса…","Ипотека, 0% Рассрочка",30 июня,2024-07-01 11:03:25.000000,Алматы,Алмалинский р-н,,Манаса,109.0,а,76.9070923307877,43.2422647307316
124,689022900,,1-комнатная квартира,65.9 м²,https://krisha.kz/a/show/689022900,от 70513000 〒,"Алматы, Медеуский р-н, Оспанова 83/36","жил. комплекс Vendome, 3 этажа, 2025 г.п., потолки 3.3м., санузел совмещенный, Преимущества:",0% Рассрочка,30 июня,2024-07-01 11:03:25.000000,Алматы,Медеуский р-н,,Оспанова,83.0,36,76.9703811454773,43.1951562017199
125,674283771,,1-комнатная квартира,39 м²,https://krisha.kz/a/show/674283771,от 31200000 〒,"Алматы, Бостандыкский р-н, Розыбакиева 158","жил. комплекс Elif Garden, 12 этажей, 2025 г.п., потолки 3м., санузел совмещенный, В продаже только первая очередь!ЖК Elif Garden это райск…",Ипотека,1 июля,2024-07-01 11:03:25.000000,Алматы,Бостандыкский р-н,,Розыбакиева,158.0,,76.8920181868796,43.2243138268081
126,673332632,,2-комнатная квартира,52.3 м²,https://krisha.kz/a/show/673332632,от 33472000 〒,"Алматы, Алмалинский р-н, Ауэзова","жил. комплекс Auezov City, 15 этажей, 2024 г.п., потолки 2.7м., санузел совмещенный, Первая квартира, как первая любовь – остается в нашей памяти навсегда. Поэтому к ее выбору мы подходим с особо…",,30 июня,2024-07-01 11:03:25.000000,Алматы,Алмалинский р-н,,Ауэзова,,,76.8854571891621,43.3275249838754
127,689525805,,1-комнатная квартира,47.4 м²,https://krisha.kz/a/show/689525805,от 15168000 〒,"Алматы, Алатауский р-н, Момышулы, севернее ул. Монке би","жил. комплекс Каспий, 5 этажей, 2023 г.п., потолки 3м., санузел совмещенный, О проектеМногофункциональный современный жилой комплекс «Каспий» - проект застройщика SMR-EUR…","7-20-25, Ипотека, 0% Рассрочка",30 июня,2024-07-01 11:03:25.000000,Алматы,Алатауский р-н,,севернее ул. Монке би,,,76.8826430269994,43.2413706175266
128,667443969,,4-комнатная квартира,167.3 м²,https://krisha.kz/a/show/667443969,от 158935000 〒,"Алматы, Бостандыкский р-н, Арайлы 2/12","жил. комплекс Grande vie, 3 этажа, 2024 г.п., потолки 3м., санузел 2 с/у и более, Grande Vie – клубная резиденция","Ипотека, 0% Рассрочка",30 июня,2024-07-01 11:03:25.000000,Алматы,Бостандыкский р-н,,Арайлы,2.0,12,76.9291968126801,43.1914243911126
129,689365679,,2-комнатная квартира,76.8 м²,https://krisha.kz/a/show/689365679,от 49920000 〒,"Алматы, Алмалинский р-н, Ауэзова — Гоголя","жил. комплекс Rams EVO, 15 этажей, 2025 г.п., потолки 3м., санузел 2 с/у и более, 🔥Продажа квартир уже активно идут в офисе Ra…","Ипотека, 0% Рассрочка",1 июля,2024-07-01 11:03:25.000000,Алматы,Алмалинский р-н,,Ауэзова — Гоголя,,,76.8854571891621,43.3275249838754
130,688281989,,2-комнатная квартира,59.71 м²,https://krisha.kz/a/show/688281989,от 28660800 〒,"Алматы, Жетысуский р-н, Райымбека 241","жил. комплекс Maxima City, 9 этажей, 2025 г.п., потолки 2.7м., санузел совмещенный, Жилой комплекс Maxima City в Алматы – это идеальное место для комфортной и безопасной жизни. 124 комфортабельн…",0% Рассрочка,30 июня,2024-07-01 11:03:25.000000,Алматы,Жетысуский р-н,,Райымбека,241.0,,76.8912229673712,43.2576842848111
131,683987584,,2-комнатная квартира,45.93 м²,https://krisha.kz/a/show/683987584,от 34332675 〒,"Алматы, Бостандыкский р-н, Жандосова — Розыбакиева","жил. комплекс Tumar, 9 этажей, 2025 г.п., потолки 3м., санузел 2 с/у и более, “TUMAR” - Уют, Комфорт, Безопасность! Современная концепция жизни в мегаполисе!",,30 июня,2024-07-01 11:03:25.000000,Алматы,Бостандыкский р-н,,Жандосова — Розыбакиева,,,76.9063516573398,43.2347596563076
132,669405789,,3-комнатная квартира,118.4 м²,https://krisha.kz/a/show/669405789,от 117808000 〒,"Алматы, Бостандыкский р-н, Аль-Фараби 41","жил. комплекс METROPOLE, 19 этажей, 2024 г.п., потолки 3м., санузел 2 с/у и более, Преимущества:","Ипотека, 0% Рассрочка",30 июня,2024-07-01 11:03:25.000000,Алматы,Бостандыкский р-н,,Аль-Фараби,41.0,,76.9726854083708,43.2806297213495
133,694787133,,4-комнатная квартира,135.07 м²,https://krisha.kz/a/show/694787133,от 195851500 〒,"Алматы, Бостандыкский р-н, Радостовца 12","жил. комплекс Клубный дом 44, 12 этажей, 2024 г.п., потолки 3м., санузел 2 с/у и более, Клубный дом - это премиальный формат городской жизни. Совмещая жизнь в самом центре мегаполиса…",,1 июля,2024-07-01 11:03:25.000000,Алматы,Бостандыкский р-н,,Радостовца,12.0,,76.894203986591,43.2208732680654
134,689365695,,3-комнатная квартира,87.8 м²,https://krisha.kz/a/show/689365695,от 54875000 〒,"Алматы, Алмалинский р-н, Ауэзова — Гоголя","жил. комплекс Rams EVO, 15 этажей, 2025 г.п., потолки 3м., санузел 2 с/у и более, 🔥Продажа квартир уже активно идут в офисе Ra…","Ипотека, 0% Рассрочка",30 июня,2024-07-01 11:03:25.000000,Алматы,Алмалинский р-н,,Ауэзова — Гоголя,,,76.8854571891621,43.3275249838754
135,694787127,,2-комнатная квартира,80.44 м²,https://krisha.kz/a/show/694787127,от 156858000 〒,"Алматы, Бостандыкский р-н, Радостовца 12","жил. комплекс Клубный дом 44, 12 этажей, 2024 г.п., потолки 3м., санузел 2 с/у и более, Клубный дом - это премиальный формат городской жизни. Совмещая жизнь в самом центре мегаполиса…",,30 июня,2024-07-01 11:03:25.000000,Алматы,Бостандыкский р-н,,Радостовца,12.0,,76.894203986591,43.2208732680654
136,677075016,,3-комнатная квартира,66.25 м²,https://krisha.kz/a/show/677075016,от 37762500 〒,"Алматы, Алмалинский р-н, Ауэзова 2А","жил. комплекс Millennium Park, 16 этажей, 2024 г.п., потолки 2.9м., санузел раздельный, Преимущества:💥Собственны…",0% Рассрочка,1 июля,2024-07-01 11:03:25.000000,Алматы,Алмалинский р-н,,Ауэзова,2.0,А,76.8854571891621,43.3275249838754
137,694723354,,3-комнатная квартира,107.16 м²,https://krisha.kz/a/show/694723354,от 83370480 〒,"Алматы, Бостандыкский р-н, Лебедева 1/1","жил. комплекс Verdi, 9 этажей, 2025 г.п., потолки 3м., санузел 2 с/у и более, Преимущества💥Worko…",,1 июля,2024-07-01 11:04:19.000000,Алматы,Бостандыкский р-н,,Лебедева,1.0,1,76.884576462934,43.2265975847744
138,682695484,,1-комнатная квартира,50.9 м²,https://krisha.kz/a/show/682695484,от 32067000 〒,"Алматы, Наурызбайский р-н, мкр Таусамалы, Жандосова 70а","жил. комплекс Kamenka Park, 3 этажа, 2023 г.п., потолки 3м., санузел совмещенный, Современное название не собьет алматинцев с толку: Таусамалы – это всё та же зеленая Верхняя Каменк…",0% Рассрочка,30 июня,2024-07-01 11:04:19.000000,Алматы,Наурызбайский р-н,мкр Таусамалы,Жандосова,70.0,а,76.9063516573398,43.2347596563076
139,687751125,,2-комнатная квартира,71.9 м²,https://krisha.kz/a/show/687751125,от 71900000 〒,"Алматы, Бостандыкский р-н, Абая 38","жил. комплекс Miracle, 10 этажей, 2024 г.п., потолки 3.2м., санузел совмещенный, Преимущества:","7-20-25, Ипотека",30 июня,2024-07-01 11:04:19.000000,Алматы,Бостандыкский р-н,,Абая,38.0,,76.8797413831541,43.1661489932133
140,662676139,,3-комнатная квартира,87.2 м²,https://krisha.kz/a/show/662676139,от 88072000 〒,"Алматы, Алмалинский р-н, Манаса 109а","жил. комплекс LEGENDA, 16 этажей, 2025 г.п., потолки 3м., санузел 2 с/у и более, Преимущества:✅Центр города✅Отличная инфраструктура✅Прогулоч…","Ипотека, 0% Рассрочка",30 июня,2024-07-01 11:04:19.000000,Алматы,Алмалинский р-н,,Манаса,109.0,а,76.9070923307877,43.2422647307316
141,694706346,,3-комнатная квартира,71.82 м²,https://krisha.kz/a/show/694706346,от 33396300 〒,"Алматы, Турксибский р-н, Тараз","6 этажей, 2025 г.п., потолки 2.7м., санузел совмещенный, Dream city - это бигвилль у ""Восточных ворот"" города Алматы, где природа и современный стиль жизни сочетаются в гармонии. Городок разделе…",,30 июня,2024-07-01 11:04:19.000000,Алматы,Турксибский р-н,,Тараз,,,76.7874796411458,43.2010891749328
142,687659705,,3-комнатная квартира,93.33 м²,https://krisha.kz/a/show/687659705,от 75130650 〒,"Алматы, Алмалинский р-н, проспект Абая 165","жил. комплекс ONER, 17 этажей, 2022 г.п., потолки 2.7м., В 2020 году Казахстан празднует 175 лет со дня рождения великого мыслителя и поэта Абая Кунанбаева. Этот день внесён в международн…","Ипотека, 0% Рассрочка",30 июня,2024-07-01 11:04:19.000000,Алматы,Алмалинский р-н,,проспект Абая,165.0,,,
143,687285735,,2-комнатная квартира,70.1 м²,https://krisha.kz/a/show/687285735,от 77110000 〒,"Алматы, Бостандыкский р-н, Аль-Фараби 116/1","жил. комплекс Aspen, 3 этажа, 2024 г.п., потолки 3.3м., санузел совмещенный, Жилой комплекс Aspen представляет собой элитную застройку из малоэтажных домо…","Ипотека, 0% Рассрочка",1 июля,2024-07-01 11:04:19.000000,Алматы,Бостандыкский р-н,,Аль-Фараби,116.0,1,76.9726854083708,43.2806297213495
144,688394393,,2-комнатная квартира,81.4 м²,https://krisha.kz/a/show/688394393,от 89540000 〒,"Алматы, Минина","жил. комплекс Boulevard Residence, 12 этажей, 2024 г.п., потолки 3м., санузел 2 с/у и более, Преимущества:",,30 июня,2024-07-01 11:04:19.000000,Алматы,,,Минина,,,76.9247461543507,43.2352517317089
145,675843246,,5-комнатная квартира,315 м²,https://krisha.kz/a/show/675843246,от 378000000 〒,"Алматы, Медеуский р-н, Аскар Тау 364","жил. комплекс Sunny Village, 2 этажа, 2022 г.п., потолки 3м., санузел 2 с/у и более, Жилой комплекс Sunny Village – современная новостройка элит-класса в формате отдельных вилл. Здание расположено…",,30 июня,2024-07-01 11:04:19.000000,Алматы,Медеуский р-н,,Аскар Тау,364.0,,,
146,687659939,,4-комнатная квартира,132.9 м²,https://krisha.kz/a/show/687659939,от 103662000 〒,"Алматы, Алмалинский р-н, проспект Абая 165","жил. комплекс ONER, 17 этажей, 2022 г.п., потолки 2.7м., В 2020 году Казахстан празднует 175 лет со дня рождения великого мыслителя и поэта Абая Кунанбаева. Этот день внесён в международн…","Ипотека, 0% Рассрочка",30 июня,2024-07-01 11:04:19.000000,Алматы,Алмалинский р-н,,проспект Абая,165.0,,,
147,683799314,,2-комнатная квартира,72.6 м²,https://krisha.kz/a/show/683799314,от 26208600 〒,"Алматы, Жетысуский р-н, мкр Айнабулак-2, Айнабулак участок 33/2","жил. комплекс Айнабулак 33/2, 5 этажей, 2024 г.п., потолки 2.8м., санузел совмещенный, Условия приобретения:100% оплата (гарантиро…","7-20-25, Ипотека, 0% Рассрочка",30 июня,2024-07-01 11:04:19.000000,Алматы,Жетысуский р-н,мкр Айнабулак,Айнабулак участок,33.0,2,,
148,689777206,,4-комнатная квартира,183 м²,https://krisha.kz/a/show/689777206,от 183000000 〒,"Алматы, Бостандыкский р-н, Мусабаева 15","жил. комплекс Посольский, 3 этажа, 2019 г.п., потолки 3.2м., санузел 2 с/у и более, Осталось последние 4 квартиры!Выбирая качественное жилье - вы покупаете спокойствие, комфорт…","Ипотека, 0% Рассрочка",1 июля,2024-07-01 11:04:19.000000,Алматы,Бостандыкский р-н,,Мусабаева,15.0,,76.8678487414737,43.1957038901549
149,683966588,,1-комнатная квартира,40 м²,https://krisha.kz/a/show/683966588,от 29900000 〒,"Алматы, Бостандыкский р-н, Жандосова — Розыбакиева","жил. комплекс Tumar, 9 этажей, 2025 г.п., потолки 3м., санузел совмещенный, “TUMAR” - Уют, Комфорт, Безопасность! Современная концепция жизни в мегаполисе!…",,1 июля,2024-07-01 11:04:19.000000,Алматы,Бостандыкский р-н,,Жандосова — Розыбакиева,,,76.9063516573398,43.2347596563076
150,665311344,,1-комнатная квартира,41.38 м²,https://krisha.kz/a/show/665311344,от 19034800 〒,"Алматы, Алатауский р-н, мкр Аккент, мкр. Аккент","жил. комплекс Аккент, 16 этажей, 2023 г.п., потолки 2.6м., санузел совмещенный, Ипотека по программе ""7-20-25"" - Недоступна!Договор о предоставления…","Ипотека, 0% Рассрочка",1 июля,2024-07-01 11:04:19.000000,Алматы,Алатауский р-н,мкр Аккент,мкр. Аккент,,,,
151,689022895,,1-комнатная квартира,50.6 м²,https://krisha.kz/a/show/689022895,от 53130000 〒,"Алматы, Медеуский р-н, Оспанова 83/36","жил. комплекс Vendome, 3 этажа, 2025 г.п., потолки 3.3м., санузел совмещенный, Преимущества:",0% Рассрочка,30 июня,2024-07-01 11:04:19.000000,Алматы,Медеуский р-н,,Оспанова,83.0,36,76.9703811454773,43.1951562017199
152,691946632,,4-комнатная квартира,93.04 м²,https://krisha.kz/a/show/691946632,от 54447008 〒,"Алматы, Алатауский р-н, Бауыржана Момышулы — Монке би","жил. комплекс Arena Park, 12 этажей, 2024 г.п., потолки 2.7м., санузел 2 с/у и более, Преимущества:","Ипотека, 0% Рассрочка",30 июня,2024-07-01 11:04:19.000000,Алматы,Алатауский р-н,,Бауыржана Момышулы — Монке би,,,76.7990982703572,43.2726686728269
153,687285734,,1-комнатная квартира,46.2 м²,https://krisha.kz/a/show/687285734,от 50820000 〒,"Алматы, Бостандыкский р-н, Аль-Фараби 116/1","жил. комплекс Aspen, 3 этажа, 2024 г.п., потолки 3.3м., санузел совмещенный, Жилой комплекс Aspen представляет собой элитную застройку из малоэтажных домо…","Ипотека, 0% Рассрочка",30 июня,2024-07-01 11:04:19.000000,Алматы,Бостандыкский р-н,,Аль-Фараби,116.0,1,76.9726854083708,43.2806297213495
154,693826795,,3-комнатная квартира,62.67 м²,https://krisha.kz/a/show/693826795,от 26634750 〒,"Алматы, Алатауский р-н, Бауыржана Момышулы 11/14а","6 этажей, 2025 г.п., потолки 2.7м., санузел 2 с/у и более, Arena City. Sport — жилой комплекс в бигвилле Arena City. Здесь каждый житель ощущает комфорт и удобство, благодаря уникально…","Ипотека, 0% Рассрочка",1 июля,2024-07-01 11:04:19.000000,Алматы,Алатауский р-н,,Бауыржана Момышулы,11.0,14а,,
155,677332435,,2-комнатная квартира,71.24 м²,https://krisha.kz/a/show/677332435,от 55567200 〒,"Алматы, Ауэзовский р-н, Аскарова — Саина","жил. комплекс Apple Residence, 12 этажей, 2024 г.п., потолки 3м., санузел совмещенный, Оригинальная новостройка по авторскому архитектурно-дизайнерскому проекту – жил…","Ипотека, 0% Рассрочка",1 июля,2024-07-01 11:04:19.000000,Алматы,Ауэзовский р-н,,Аскарова — Саина,,,76.8657944511096,43.1803774407482
156,677332099,,3-комнатная квартира,95.9 м²,https://krisha.kz/a/show/677332099,от 67312000 〒,"Алматы, Ауэзовский р-н, Аскарова — Саина","жил. комплекс Apple Residence, 12 этажей, 2023 г.п., потолки 3м., санузел совмещенный, Оригинальная новостройка по авторскому архитектурно-дизайнерскому проекту – жил…","Ипотека, 0% Рассрочка",30 июня,2024-07-01 11:04:19.000000,Алматы,Ауэзовский р-н,,Аскарова — Саина,,,76.8657944511096,43.1803774407482
157,693826794,,2-комнатная квартира,57.17 м²,https://krisha.kz/a/show/693826794,от 28585000 〒,"Алматы, Алатауский р-н, Бауыржана Момышулы 11/14а","6 этажей, 2025 г.п., потолки 2.7м., санузел совмещенный, Arena City. Sport — жилой комплекс в бигвилле Arena City. Здесь каждый житель ощущает комфорт и удобство, благодаря уникально…","Ипотека, 0% Рассрочка",30 июня,2024-07-01 11:05:12.000000,Алматы,Алатауский р-н,,Бауыржана Момышулы,11.0,14а,,
158,689022903,,2-комнатная квартира,177.6 м²,https://krisha.kz/a/show/689022903,от 195360000 〒,"Алматы, Медеуский р-н, Оспанова 83/36","жил. комплекс Vendome, 3 этажа, 2025 г.п., потолки 3.3м., санузел совмещенный, Преимущества:",0% Рассрочка,30 июня,2024-07-01 11:05:12.000000,Алматы,Медеуский р-н,,Оспанова,83.0,36,76.9703811454773,43.1951562017199
159,671314153,,3-комнатная квартира,103.3 м²,https://krisha.kz/a/show/671314153,от 125900000 〒,"Алматы, Медеуский р-н, мкр Коктобе, Сагадат Нурмагамбетова 138/2","жил. комплекс Koktobe city, 5 этажей, 2023 г.п., потолки 3м., санузел 2 с/у и более, Расположение:","Ипотека, 0% Рассрочка",1 июля,2024-07-01 11:05:12.000000,Алматы,Медеуский р-н,мкр Коктобе,Сагадат Нурмагамбетова,138.0,2,,
161,694704264,,4-комнатная квартира,123.25 м²,https://krisha.kz/a/show/694704264,от 60022750 〒,"Алматы, Турксибский р-н, Тараз 8/1","6 этажей, 2025 г.п., потолки 3м., санузел 2 с/у и более, Dream city - это бигвилль у ""Восточных ворот"" города Алматы, где природа и современный стиль жизни сочетаются в гармонии. Городок разделе…",0% Рассрочка,1 июля,2024-07-01 11:05:12.000000,Алматы,Турксибский р-н,,Тараз,8.0,1,76.7874796411458,43.2010891749328
